RecoleccionID,Fecha,Distrito,Residuo,Toneladas,TiempoRuta,Saturacion,Quejas,DistanciaKm,EstadoCamion
2262,2025-02-02,Santa Rosa,Papel y Cartón,9.94,22,41,0,33.44,Operativo
2263,2026-05-25,Puente Piedra,Plástico,19.02,25,33,2,28.08,Operativo
2264,2024-11-23,Ancón,Vidrio,16.58,32,55,0,22.6,Operativo
2265,2025-09-26,Independencia,Orgánico,4.01,41,40,2,25.7,Mantenimiento
2266,2025-10-18,San Martín de Porres,Vidrio,14.31,34,41,2,32.35,Operativo
2267,2025-04-02,Santa Rosa,Peligroso,18.36,73,73,1,21.84,Operativo
2268,2026-05-25,Carabayllo,Plástico,3.15,55,20,0,17.27,Operativo
2269,2025-08-03,Comas,Peligroso,6.01,45,46,3,24.83,Mantenimiento
2270,2026-05-06,Independencia,Vidrio,17.61,60,82,5,17.38,Mantenimiento
2271,2025-09-11,Carabayllo,Plástico,6.23,59,87,0,27.87,Operativo
2272,2025-05-22,Ancón,Orgánico,11.78,49,56,4,15.49,Operativo
2273,2025-07-17,Comas,Metal,7.47,43,26,4,13.45,Operativo
2274,2025-07-10,Comas,Orgánico,5.42,58,53,2,14.35,Operativo
2275,2025-02-15,Ancón,Metal,4.19,25,41,4,14.75,Operativo
2276,2024-10-10,Ancón,Vidrio,19.91,46,44,1,31.97,Operativo
2277,2025-05-09,Carabayllo,Vidrio,18.8,26,70,0,18.2,Mantenimiento
2278,2024-12-18,San Martín de Porres,Papel y Cartón,19.48,57,39,4,17.92,Operativo
2279,2026-03-11,San Martín de Porres,Peligroso,13.87,54,28,0,14.04,Operativo
2280,2026-05-27,Puente Piedra,Metal,8.58,78,40,4,14.16,Operativo
2281,2026-04-22,Ancón,Metal,4.84,55,65,4,4.43,Mantenimiento
2282,2026-02-06,Puente Piedra,Vidrio,6.51,72,58,1,14.0,Operativo
2283,2025-07-04,Puente Piedra,Peligroso,17.04,56,25,0,11.01,Operativo
2284,2024-08-07,San Martín de Porres,Plástico,12.66,65,44,4,17.88,Operativo
2285,2026-05-10,Independencia,Vidrio,17.82,28,98,3,30.08,Operativo
2286,2025-12-03,Carabayllo,Vidrio,2.47,48,23,3,33.5,Operativo
2287,2025-05-07,Santa Rosa,Papel y Cartón,14.02,47,95,4,13.43,Operativo
2288,2025-02-19,Ancón,Metal,16.38,41,22,0,5.37,Operativo
2289,2026-03-14,Santa Rosa,Peligroso,10.46,21,72,1,12.55,Operativo
2290,2025-06-22,Los Olivos,Vidrio,16.66,26,84,5,3.63,Operativo
2291,2024-10-28,Puente Piedra,Metal,14.09,48,50,4,10.01,Operativo
2292,2025-07-27,Ancón,Orgánico,6.11,21,81,4,24.4,Mantenimiento
2293,2026-05-30,Comas,Vidrio,4.88,59,68,2,26.07,Operativo
2294,2025-11-20,Los Olivos,Peligroso,2.1,41,69,1,5.19,Operativo
2295,2024-12-22,Carabayllo,Papel y Cartón,18.39,71,65,0,29.75,Operativo
2296,2026-02-17,Santa Rosa,Metal,11.61,59,39,4,17.58,Operativo
2297,2025-06-08,Independencia,Plástico,7.77,41,71,2,12.19,Operativo
2298,2025-08-11,Independencia,Peligroso,5.17,32,39,4,4.72,Operativo
2299,2024-08-29,San Martín de Porres,Peligroso,11.16,24,43,4,8.17,Operativo
2300,2024-07-22,Independencia,Peligroso,11.0,68,25,2,5.5,Operativo
2301,2026-01-30,Carabayllo,Vidrio,12.81,23,53,4,25.57,Operativo
2302,2024-10-14,Puente Piedra,Metal,11.0,55,24,3,19.74,Operativo
2303,2025-11-14,Comas,Metal,19.18,23,61,5,34.88,Operativo
2304,2024-07-22,Los Olivos,Orgánico,5.83,46,98,5,8.96,Operativo
2305,2024-09-21,Independencia,Vidrio,16.57,72,22,5,2.53,Operativo
2306,2024-07-29,Comas,Metal,17.07,24,23,1,10.71,Operativo
2307,2026-01-27,Independencia,Metal,2.34,54,49,3,5.33,Operativo
2308,2024-08-06,Independencia,Peligroso,10.66,67,91,4,22.44,Operativo
2309,2026-04-21,Carabayllo,Metal,11.48,64,50,1,6.3,Operativo
2310,2026-04-15,Independencia,Papel y Cartón,6.39,57,70,4,14.39,Mantenimiento
2311,2025-09-15,Puente Piedra,Orgánico,10.02,68,36,4,28.76,Operativo
2312,2026-05-25,San Martín de Porres,Papel y Cartón,3.24,43,52,2,26.86,Operativo
2313,2026-04-23,Santa Rosa,Vidrio,17.44,62,79,4,6.86,Operativo
2314,2024-08-30,Carabayllo,Peligroso,18.58,50,67,3,19.3,Mantenimiento
2315,2025-02-23,Los Olivos,Papel y Cartón,5.62,36,63,4,20.44,Operativo
2316,2025-08-14,Ancón,Peligroso,6.79,61,40,1,12.35,Operativo
2317,2026-02-14,Puente Piedra,Peligroso,18.22,71,71,5,13.22,Operativo
2318,2024-12-25,San Martín de Porres,Orgánico,4.47,43,83,4,12.82,Operativo
2319,2024-11-30,Los Olivos,Metal,16.14,75,92,5,21.21,Mantenimiento
2320,2025-04-23,Puente Piedra,Metal,9.51,35,30,2,13.67,Operativo
2321,2025-06-24,Los Olivos,Vidrio,7.52,20,30,3,33.11,Operativo
2322,2025-04-06,Puente Piedra,Metal,13.65,59,64,5,11.81,Operativo
2323,2025-03-31,Carabayllo,Orgánico,3.84,37,59,2,10.04,Operativo
2324,2026-01-12,Independencia,Peligroso,18.2,64,99,5,12.75,Operativo
2325,2025-01-27,Carabayllo,Orgánico,9.99,33,37,4,11.4,Operativo
2326,2024-09-03,Ancón,Peligroso,4.31,42,83,5,9.19,Operativo
2327,2026-02-03,Puente Piedra,Plástico,3.1,47,25,4,14.84,Operativo
2328,2025-03-12,Puente Piedra,Plástico,13.51,76,98,2,22.59,Operativo
2329,2024-10-08,Carabayllo,Metal,3.73,78,60,0,9.84,Operativo
2330,2024-10-12,Comas,Metal,12.03,75,86,0,8.73,Operativo
2331,2025-03-21,Ancón,Orgánico,6.72,27,22,0,33.57,Operativo
2332,2026-07-11,Carabayllo,Peligroso,16.09,78,33,0,13.59,Operativo
2333,2026-06-08,Ancón,Metal,16.98,75,68,2,29.29,Operativo
2334,2025-04-08,Independencia,Metal,9.23,35,90,0,9.81,Mantenimiento
2335,2025-01-16,Comas,Papel y Cartón,4.69,55,35,2,13.75,Operativo
2336,2026-01-28,Ancón,Papel y Cartón,9.45,57,25,3,30.76,Operativo
2337,2024-12-16,Los Olivos,Peligroso,6.88,38,33,0,17.48,Operativo
2338,2025-04-08,Ancón,Orgánico,3.22,58,65,3,8.68,Operativo
2339,2025-02-03,Carabayllo,Vidrio,15.95,75,76,4,31.66,Mantenimiento
2340,2025-06-20,Carabayllo,Papel y Cartón,10.21,57,25,3,6.35,Operativo
2341,2024-10-31,Comas,Orgánico,11.72,75,60,0,14.85,Mantenimiento
2342,2025-05-02,Comas,Plástico,15.79,47,94,3,13.48,Operativo
2343,2025-06-23,Independencia,Peligroso,17.72,47,29,1,22.64,Operativo
2344,2026-04-12,Carabayllo,Orgánico,3.62,25,44,3,12.72,Operativo
2345,2025-10-26,Los Olivos,Peligroso,6.57,66,49,3,28.98,Operativo
2346,2025-12-07,Santa Rosa,Metal,10.03,47,36,2,18.55,Operativo
2347,2025-08-06,Santa Rosa,Plástico,5.89,22,55,5,22.69,Operativo
2348,2026-07-07,Independencia,Metal,10.3,64,40,2,28.89,Operativo
2349,2025-11-18,Santa Rosa,Orgánico,11.51,42,83,4,25.5,Operativo
2350,2025-12-11,Independencia,Peligroso,12.17,22,93,1,20.0,Operativo
2351,2026-06-06,Comas,Papel y Cartón,4.42,64,47,1,8.75,Operativo
2352,2026-05-30,Los Olivos,Vidrio,12.66,39,53,4,25.12,Operativo
2353,2025-12-08,Comas,Orgánico,17.85,54,91,5,21.89,Operativo
2354,2025-06-24,Ancón,Papel y Cartón,16.41,76,37,3,22.15,Operativo
2355,2024-11-01,Carabayllo,Vidrio,4.03,61,84,0,15.66,Operativo
2356,2026-04-28,Independencia,Plástico,14.55,77,68,0,27.92,Operativo
2357,2024-08-09,Comas,Orgánico,18.23,77,35,0,2.73,Operativo
2358,2026-03-09,Puente Piedra,Orgánico,17.14,50,63,5,24.76,Operativo
2359,2025-04-16,Puente Piedra,Orgánico,10.26,48,70,0,34.24,Operativo
2360,2025-01-12,Puente Piedra,Plástico,9.72,36,85,0,10.41,Operativo
2361,2025-09-04,Puente Piedra,Papel y Cartón,5.06,59,64,5,31.66,Operativo
2362,2025-11-24,Independencia,Vidrio,16.71,67,85,2,10.95,Operativo
2363,2026-05-20,Independencia,Vidrio,11.16,63,66,4,2.61,Operativo
2364,2024-08-09,Ancón,Peligroso,12.29,68,84,3,12.6,Operativo
2365,2025-07-14,Ancón,Metal,10.67,32,92,4,9.62,Operativo
2366,2024-08-14,Santa Rosa,Papel y Cartón,13.41,67,38,4,24.87,Operativo
2367,2024-09-11,Puente Piedra,Peligroso,8.58,25,45,0,30.39,Operativo
2368,2025-10-01,Santa Rosa,Plástico,5.27,72,86,5,12.37,Operativo
2369,2025-10-19,Santa Rosa,Orgánico,3.75,45,93,5,23.17,Operativo
2370,2025-08-07,Independencia,Vidrio,3.3,65,56,4,6.35,Operativo
2371,2025-07-12,Santa Rosa,Plástico,13.5,65,76,4,28.75,Operativo
2372,2026-02-10,San Martín de Porres,Metal,14.41,78,62,0,31.01,Operativo
2373,2026-03-08,Santa Rosa,Peligroso,4.01,57,56,1,4.53,Operativo
2374,2026-02-01,Santa Rosa,Plástico,5.63,55,74,4,10.73,Mantenimiento
2375,2026-02-22,San Martín de Porres,Orgánico,16.65,31,28,0,3.0,Operativo
2376,2025-02-26,San Martín de Porres,Orgánico,5.43,48,57,2,29.09,Operativo
2377,2025-01-16,Ancón,Orgánico,4.85,54,31,4,28.04,Operativo
2378,2026-04-06,Santa Rosa,Vidrio,5.81,21,39,2,29.37,Operativo
2379,2026-06-14,Carabayllo,Vidrio,14.18,63,94,4,16.16,Operativo
2380,2025-05-27,Puente Piedra,Peligroso,18.18,63,74,3,16.0,Operativo
2381,2025-09-21,Puente Piedra,Orgánico,16.89,64,96,2,20.67,Operativo
2382,2025-12-18,Carabayllo,Papel y Cartón,3.87,21,78,4,8.2,Operativo
2383,2025-01-01,Puente Piedra,Metal,13.51,35,36,1,3.98,Operativo
2384,2024-08-15,Los Olivos,Plástico,5.97,33,65,1,2.52,Operativo
2385,2025-02-12,Independencia,Papel y Cartón,8.4,73,48,2,29.01,Operativo
2386,2025-03-15,Santa Rosa,Plástico,3.57,20,33,2,19.04,Operativo
2387,2024-11-08,Puente Piedra,Vidrio,4.71,55,62,3,12.56,Operativo
2388,2026-04-19,Comas,Vidrio,13.42,69,74,5,28.38,Operativo
2389,2025-10-21,Santa Rosa,Papel y Cartón,19.44,53,68,4,21.62,Mantenimiento
2390,2025-10-15,San Martín de Porres,Plástico,17.12,71,52,3,8.11,Operativo
2391,2026-04-13,Ancón,Metal,14.19,60,70,4,11.06,Operativo
2392,2026-03-27,Santa Rosa,Vidrio,13.27,31,42,3,27.57,Operativo
2393,2026-02-04,San Martín de Porres,Metal,12.01,33,99,0,27.16,Operativo
2394,2026-06-04,Independencia,Papel y Cartón,16.09,56,51,4,9.45,Operativo
2395,2024-10-19,Santa Rosa,Metal,12.79,39,74,0,10.21,Mantenimiento
2396,2025-05-08,Santa Rosa,Metal,16.3,41,69,5,14.31,Operativo
2397,2026-03-04,San Martín de Porres,Papel y Cartón,6.56,30,45,0,25.29,Operativo
2398,2026-06-21,Santa Rosa,Orgánico,4.99,71,74,0,15.02,Mantenimiento
2399,2024-09-07,San Martín de Porres,Metal,17.32,45,20,0,5.95,Operativo
2400,2024-08-15,Los Olivos,Vidrio,2.4,68,82,5,26.53,Operativo
2401,2026-01-15,San Martín de Porres,Metal,2.3,30,71,0,21.66,Mantenimiento
2402,2026-02-25,San Martín de Porres,Metal,5.42,72,91,4,19.68,Operativo
2403,2024-09-19,Ancón,Metal,19.55,44,63,0,34.8,Operativo
2404,2025-04-20,Ancón,Peligroso,17.77,44,59,1,33.17,Operativo
2405,2025-10-01,Santa Rosa,Plástico,18.6,29,99,1,34.4,Operativo
2406,2025-11-10,Independencia,Papel y Cartón,13.81,76,28,5,13.09,Operativo
2407,2026-04-27,Los Olivos,Peligroso,8.5,45,91,2,11.28,Operativo
2408,2026-03-16,Santa Rosa,Peligroso,19.25,21,53,5,32.88,Operativo
2409,2025-07-16,Comas,Metal,11.63,67,83,1,25.88,Operativo
2410,2026-06-11,San Martín de Porres,Plástico,3.58,32,40,3,20.04,Mantenimiento
2411,2026-05-12,San Martín de Porres,Orgánico,17.6,55,37,0,12.57,Operativo
2412,2025-06-28,Puente Piedra,Papel y Cartón,4.21,55,48,0,24.73,Operativo
2413,2026-06-26,San Martín de Porres,Orgánico,2.35,44,68,3,5.3,Operativo
2414,2026-02-11,Los Olivos,Vidrio,13.22,30,74,1,17.45,Mantenimiento
2415,2025-01-22,Independencia,Vidrio,8.31,67,86,5,20.93,Operativo
2416,2024-10-03,Independencia,Orgánico,15.92,74,82,1,24.87,Operativo
2417,2026-05-13,Los Olivos,Peligroso,13.16,23,76,5,33.47,Operativo
2418,2024-12-26,San Martín de Porres,Metal,18.76,79,40,3,8.65,Operativo
2419,2024-10-17,Puente Piedra,Papel y Cartón,16.82,64,77,5,4.77,Operativo
2420,2026-03-09,Puente Piedra,Peligroso,19.28,62,93,0,14.43,Mantenimiento
2421,2024-09-03,Independencia,Papel y Cartón,10.77,40,25,5,25.27,Operativo
2422,2026-05-18,San Martín de Porres,Peligroso,16.06,68,59,5,8.89,Operativo
2423,2026-06-19,Santa Rosa,Plástico,9.78,42,32,5,23.57,Operativo
2424,2024-11-24,Santa Rosa,Metal,14.86,44,87,5,7.02,Operativo
2425,2025-03-17,Independencia,Papel y Cartón,18.77,50,93,4,28.82,Operativo
2426,2026-05-28,San Martín de Porres,Vidrio,3.85,31,72,3,31.71,Operativo
2427,2026-03-19,Santa Rosa,Peligroso,4.84,21,84,5,27.84,Operativo
2428,2026-06-27,Comas,Metal,3.47,72,37,0,26.28,Operativo
2429,2025-08-31,San Martín de Porres,Papel y Cartón,3.36,53,61,5,9.92,Operativo
2430,2026-05-17,Puente Piedra,Metal,12.14,32,78,3,2.54,Mantenimiento
2431,2025-01-04,Los Olivos,Metal,8.8,54,81,4,10.16,Operativo
2432,2026-03-28,Comas,Metal,6.53,21,60,2,9.52,Operativo
2433,2025-12-19,San Martín de Porres,Papel y Cartón,4.16,67,51,2,4.08,Operativo
2434,2025-02-09,Santa Rosa,Papel y Cartón,13.4,27,52,5,14.45,Operativo
2435,2024-11-07,Independencia,Papel y Cartón,16.58,62,93,0,31.53,Operativo
2436,2025-11-04,Ancón,Vidrio,10.63,72,46,5,17.63,Operativo
2437,2025-11-11,Ancón,Orgánico,2.33,64,80,4,19.76,Operativo
2438,2024-11-05,Independencia,Vidrio,5.68,22,27,1,25.42,Operativo
2439,2025-03-16,Ancón,Vidrio,3.9,27,93,1,22.24,Operativo
2440,2026-06-13,Puente Piedra,Plástico,13.11,38,24,0,24.74,Operativo
2441,2025-06-16,Independencia,Orgánico,4.81,54,58,3,8.88,Operativo
2442,2025-01-12,Los Olivos,Plástico,16.78,59,23,0,2.86,Operativo
2443,2025-08-14,Santa Rosa,Plástico,4.68,68,77,2,17.77,Operativo
2444,2026-05-30,Santa Rosa,Orgánico,4.98,24,46,1,3.58,Mantenimiento
2445,2026-06-13,Carabayllo,Peligroso,15.05,28,62,0,26.77,Operativo
2446,2024-07-14,Ancón,Peligroso,7.31,32,61,3,2.56,Operativo
2447,2025-02-05,Santa Rosa,Orgánico,11.45,24,57,1,3.69,Operativo
2448,2026-03-24,Santa Rosa,Plástico,19.59,57,96,4,29.89,Mantenimiento
2449,2026-05-01,Comas,Metal,7.04,34,96,0,14.7,Mantenimiento
2450,2025-10-09,Santa Rosa,Peligroso,15.32,22,92,3,9.46,Operativo
2451,2025-01-16,Santa Rosa,Peligroso,18.4,43,69,5,12.62,Operativo
2452,2026-07-02,Puente Piedra,Metal,4.43,32,78,0,24.36,Operativo
2453,2025-03-23,Carabayllo,Papel y Cartón,7.03,68,42,0,34.73,Operativo
2454,2025-09-23,Santa Rosa,Vidrio,15.42,27,60,3,19.33,Operativo
2455,2025-10-11,Ancón,Plástico,12.06,55,60,2,23.08,Mantenimiento
2456,2024-12-02,Santa Rosa,Metal,11.28,49,98,5,22.8,Operativo
2457,2025-11-13,Carabayllo,Plástico,13.11,22,34,1,25.7,Operativo
2458,2024-08-09,Ancón,Orgánico,17.29,56,77,2,16.24,Operativo
2459,2025-10-27,Los Olivos,Vidrio,8.29,36,69,2,29.52,Operativo
2460,2025-05-12,Ancón,Plástico,18.24,53,23,0,24.6,Operativo
2461,2026-05-19,Puente Piedra,Papel y Cartón,6.71,31,55,2,12.69,Operativo
2462,2026-03-22,Comas,Peligroso,19.1,48,90,2,2.3,Operativo
2463,2025-04-10,Comas,Vidrio,10.63,37,85,4,16.55,Operativo
2464,2026-03-13,Independencia,Vidrio,11.15,20,33,0,9.78,Operativo
2465,2025-09-14,Puente Piedra,Vidrio,4.61,61,78,0,23.47,Operativo
2466,2026-02-03,Independencia,Metal,19.97,41,30,1,5.36,Operativo
2467,2024-10-15,Ancón,Peligroso,18.15,43,83,0,15.5,Operativo
2468,2026-03-01,Comas,Peligroso,5.92,21,43,4,18.17,Operativo
2469,2025-09-12,Carabayllo,Peligroso,13.05,28,64,5,6.31,Operativo
2470,2024-08-10,Puente Piedra,Papel y Cartón,15.93,77,93,5,8.26,Operativo
2471,2025-07-09,Santa Rosa,Peligroso,14.71,77,43,2,24.55,Operativo
2472,2025-08-03,Independencia,Papel y Cartón,9.09,52,40,3,21.28,Operativo
2473,2024-10-30,Independencia,Peligroso,3.11,53,41,1,17.97,Operativo
2474,2024-09-06,Ancón,Metal,15.03,32,28,5,31.71,Operativo
2475,2025-04-24,Independencia,Orgánico,9.4,32,37,3,9.46,Operativo
2476,2025-11-11,Puente Piedra,Papel y Cartón,7.1,25,55,0,22.23,Operativo
2477,2025-08-23,Ancón,Peligroso,7.2,34,41,0,11.4,Operativo
2478,2026-07-12,Independencia,Vidrio,18.63,33,44,1,3.08,Mantenimiento
2479,2025-12-15,Ancón,Plástico,19.68,61,71,3,25.33,Operativo
2480,2025-02-21,Santa Rosa,Papel y Cartón,3.97,23,83,1,16.37,Operativo
2481,2025-09-08,Ancón,Orgánico,7.09,34,65,4,27.82,Operativo
2482,2025-09-13,Ancón,Vidrio,19.31,66,66,1,34.86,Operativo
2483,2025-09-05,Independencia,Metal,15.95,76,93,0,31.66,Mantenimiento
2484,2025-03-09,San Martín de Porres,Vidrio,13.72,57,59,0,26.41,Operativo
2485,2026-01-06,Comas,Orgánico,2.64,49,98,1,21.49,Operativo
2486,2025-01-21,Independencia,Peligroso,19.02,70,82,0,17.38,Mantenimiento
2487,2024-12-25,Los Olivos,Papel y Cartón,10.58,52,39,1,13.05,Operativo
2488,2024-10-27,Los Olivos,Vidrio,19.42,77,89,5,22.1,Operativo
2489,2026-02-05,Ancón,Plástico,2.41,56,95,4,32.71,Operativo
2490,2026-03-16,Puente Piedra,Vidrio,16.83,26,61,1,32.79,Mantenimiento
2491,2025-07-01,Independencia,Metal,5.91,78,97,4,26.33,Operativo
2492,2025-03-17,Los Olivos,Plástico,6.02,76,31,1,8.69,Mantenimiento
2493,2024-07-23,Puente Piedra,Orgánico,3.88,22,49,0,8.04,Operativo
2494,2025-03-09,Puente Piedra,Metal,14.92,24,32,3,29.8,Operativo
2495,2025-12-12,Puente Piedra,Vidrio,17.71,57,57,1,29.1,Operativo
2496,2026-02-08,Independencia,Vidrio,9.02,30,22,0,34.44,Operativo
2497,2025-10-27,Los Olivos,Papel y Cartón,11.42,48,52,3,17.89,Operativo
2498,2025-04-06,Puente Piedra,Metal,16.26,22,41,3,11.18,Operativo
2499,2025-05-07,Santa Rosa,Plástico,18.1,73,84,1,5.73,Operativo
2500,2026-01-27,Los Olivos,Papel y Cartón,18.1,67,99,3,32.65,Operativo
2501,2026-05-29,Los Olivos,Vidrio,15.38,77,76,4,22.13,Operativo
2502,2025-10-27,Independencia,Vidrio,19.53,31,57,4,17.49,Operativo
2503,2025-07-15,Comas,Metal,10.34,25,47,3,15.29,Operativo
2504,2025-03-03,Los Olivos,Vidrio,4.85,66,85,4,15.5,Operativo
2505,2024-12-02,Carabayllo,Metal,6.78,28,29,1,19.74,Operativo
2506,2025-03-29,Santa Rosa,Papel y Cartón,12.11,55,21,5,16.03,Operativo
2507,2024-10-31,Puente Piedra,Orgánico,6.31,56,26,1,20.26,Operativo
2508,2024-11-16,Carabayllo,Vidrio,19.2,67,93,1,16.78,Operativo
2509,2025-05-22,San Martín de Porres,Vidrio,6.98,74,71,2,9.64,Operativo
2510,2025-07-10,Comas,Vidrio,8.37,45,95,1,20.69,Operativo
2511,2025-09-09,Independencia,Peligroso,12.08,42,21,2,17.82,Operativo
2512,2025-04-09,Independencia,Metal,18.91,23,44,2,18.37,Operativo
2513,2025-09-25,Los Olivos,Papel y Cartón,17.2,45,98,3,26.1,Mantenimiento
2514,2024-12-14,San Martín de Porres,Orgánico,8.85,37,91,1,18.45,Operativo
2515,2025-09-04,Los Olivos,Papel y Cartón,9.21,32,22,2,29.03,Operativo
2516,2026-04-05,Carabayllo,Vidrio,14.85,50,71,2,2.46,Operativo
2517,2025-04-23,Independencia,Orgánico,3.91,75,68,2,27.64,Operativo
2518,2025-06-06,San Martín de Porres,Papel y Cartón,2.89,74,25,3,3.87,Operativo
2519,2025-04-10,Puente Piedra,Metal,19.47,27,56,0,13.0,Operativo
2520,2025-11-06,Carabayllo,Plástico,18.95,36,35,5,13.21,Operativo
2521,2024-12-15,Santa Rosa,Vidrio,5.8,45,40,3,5.07,Operativo
2522,2026-04-28,San Martín de Porres,Papel y Cartón,6.15,45,49,0,15.82,Operativo
2523,2026-03-08,Santa Rosa,Vidrio,7.45,76,25,1,16.28,Operativo
2524,2025-01-26,Los Olivos,Vidrio,8.9,68,73,2,25.09,Operativo
2525,2026-02-03,Los Olivos,Papel y Cartón,15.4,23,55,4,7.87,Mantenimiento
2526,2026-03-27,Carabayllo,Peligroso,14.46,33,67,0,14.56,Operativo
2527,2024-07-22,Carabayllo,Vidrio,3.49,40,94,0,28.27,Mantenimiento
2528,2026-04-14,San Martín de Porres,Vidrio,7.03,77,31,0,22.62,Operativo
2529,2026-05-31,Comas,Orgánico,5.21,34,90,5,10.56,Operativo
2530,2024-09-01,Independencia,Orgánico,11.39,33,49,0,2.84,Operativo
2531,2024-09-10,Puente Piedra,Plástico,5.74,20,29,5,2.44,Operativo
2532,2025-11-20,Santa Rosa,Peligroso,15.8,23,37,2,32.37,Operativo
2533,2026-05-03,Carabayllo,Orgánico,19.91,76,81,2,20.6,Operativo
2534,2025-01-08,Los Olivos,Orgánico,16.82,22,77,5,21.17,Operativo
2535,2024-12-10,Los Olivos,Peligroso,3.13,75,53,0,32.75,Operativo
2536,2025-02-27,Los Olivos,Orgánico,4.31,49,91,2,26.6,Operativo
2537,2024-09-02,San Martín de Porres,Papel y Cartón,12.04,36,40,5,20.46,Operativo
2538,2025-10-29,Puente Piedra,Vidrio,5.23,22,38,2,28.14,Operativo
2539,2024-09-17,Comas,Orgánico,7.18,53,24,4,2.56,Operativo
2540,2026-02-18,San Martín de Porres,Plástico,10.73,37,54,5,4.69,Operativo
2541,2026-05-05,Independencia,Metal,10.04,52,41,2,27.55,Operativo
2542,2025-07-19,Ancón,Plástico,11.67,56,59,0,17.74,Operativo
2543,2024-11-04,Carabayllo,Papel y Cartón,17.57,60,98,3,3.76,Operativo
2544,2024-12-24,Comas,Peligroso,5.35,27,42,2,14.76,Operativo
2545,2025-09-16,Independencia,Papel y Cartón,9.66,76,46,4,16.92,Mantenimiento
2546,2025-04-26,Carabayllo,Orgánico,16.58,39,82,4,9.07,Operativo
2547,2026-04-21,Independencia,Papel y Cartón,4.41,26,56,3,10.76,Operativo
2548,2025-09-01,Puente Piedra,Papel y Cartón,8.91,74,44,0,2.28,Operativo
2549,2025-01-20,Puente Piedra,Plástico,16.26,22,74,4,9.51,Operativo
2550,2025-06-26,Carabayllo,Vidrio,15.75,31,21,5,17.49,Mantenimiento
2551,2025-07-14,Ancón,Peligroso,5.58,72,96,0,16.66,Mantenimiento
2552,2025-01-01,Independencia,Papel y Cartón,9.33,77,48,4,21.06,Operativo
2553,2024-08-19,Puente Piedra,Papel y Cartón,5.49,20,51,2,7.42,Operativo
2554,2026-01-01,Independencia,Vidrio,15.7,21,33,0,6.93,Operativo
2555,2025-04-18,Comas,Papel y Cartón,6.07,61,22,2,6.95,Operativo
2556,2024-10-02,Puente Piedra,Peligroso,2.21,45,26,3,25.24,Operativo
2557,2025-04-21,Puente Piedra,Plástico,8.81,50,79,2,23.32,Mantenimiento
2558,2026-02-28,Los Olivos,Vidrio,3.79,44,99,1,18.23,Mantenimiento
2559,2025-03-12,Los Olivos,Orgánico,2.03,65,29,1,31.76,Operativo
2560,2025-08-18,Puente Piedra,Plástico,9.06,24,89,0,18.19,Operativo
2561,2025-08-27,Puente Piedra,Papel y Cartón,13.07,24,77,3,2.81,Operativo
2562,2025-04-12,Santa Rosa,Metal,6.04,43,38,5,25.76,Operativo
2563,2024-11-20,Santa Rosa,Plástico,7.01,72,69,4,26.78,Operativo
2564,2026-03-12,Santa Rosa,Peligroso,16.5,40,60,2,6.89,Operativo
2565,2026-01-23,Independencia,Vidrio,12.91,46,89,3,2.96,Mantenimiento
2566,2024-08-05,Independencia,Papel y Cartón,5.8,71,72,4,13.03,Operativo
2567,2025-10-01,Los Olivos,Orgánico,15.49,22,52,5,6.36,Operativo
2568,2025-08-01,San Martín de Porres,Metal,5.19,32,28,2,19.81,Mantenimiento
2569,2025-04-10,Puente Piedra,Metal,10.45,60,94,5,28.22,Operativo
2570,2024-10-13,Ancón,Plástico,16.92,43,55,4,14.24,Operativo
2571,2025-10-27,Santa Rosa,Plástico,8.43,26,28,5,29.13,Operativo
2572,2025-09-05,Puente Piedra,Plástico,12.74,26,74,0,31.37,Operativo
2573,2025-07-28,Comas,Plástico,19.88,78,81,2,12.42,Operativo
2574,2024-09-18,Independencia,Orgánico,4.2,24,65,3,4.13,Operativo
2575,2025-06-16,Puente Piedra,Papel y Cartón,18.52,31,40,4,3.47,Operativo
2576,2025-06-04,Independencia,Metal,4.34,66,92,3,19.28,Operativo
2577,2026-04-17,Santa Rosa,Peligroso,9.96,31,55,1,4.84,Mantenimiento
2578,2025-06-08,Independencia,Papel y Cartón,7.65,36,84,1,20.56,Operativo
2579,2025-02-22,Carabayllo,Orgánico,17.99,60,75,0,11.79,Operativo
2580,2025-12-28,Puente Piedra,Plástico,4.93,48,87,1,22.37,Operativo
2581,2025-08-01,Puente Piedra,Orgánico,7.81,60,33,3,22.69,Operativo
2582,2025-01-27,Carabayllo,Peligroso,6.51,39,20,3,7.14,Operativo
2583,2024-11-09,Comas,Metal,14.26,78,32,0,11.69,Operativo
2584,2024-09-21,San Martín de Porres,Plástico,5.19,21,33,1,30.9,Operativo
2585,2025-05-31,Comas,Orgánico,14.1,71,65,4,30.45,Operativo
2586,2026-06-19,Los Olivos,Plástico,16.24,74,47,5,20.03,Operativo
2587,2025-08-23,Independencia,Plástico,6.78,47,73,3,19.71,Operativo
2588,2025-06-16,San Martín de Porres,Peligroso,2.34,44,29,3,29.16,Operativo
2589,2025-04-02,Comas,Orgánico,14.9,78,77,4,23.51,Mantenimiento
2590,2026-05-20,Los Olivos,Papel y Cartón,16.15,43,68,5,23.11,Operativo
2591,2024-10-02,Puente Piedra,Papel y Cartón,3.5,76,74,3,27.29,Operativo
2592,2025-08-06,Independencia,Orgánico,13.45,40,61,4,19.11,Operativo
